,0
687,"for thee thy Paris calls, Safe from the fight, in yonder lofty walls, Fair as a god; with odours round him spread, He lies, and waits thee on the well-known bed; Not like a warrior parted from the foe, But some gay dancer in the public show.”  She spoke, and Helen’s secret soul was moved; She scorn’d the champion, but the man she loved."
688,"Fair Venus’ neck, her eyes that sparkled fire, And breast, reveal’d the queen of soft desire."
689,"[123] Struck with her presence, straight the lively red Forsook her cheek; and trembling, thus she said: “Then is it still thy pleasure to deceive?"
690,And woman’s frailty always to believe!
691,"Say, to new nations must I cross the main, Or carry wars to some soft Asian plain?"
692,For whom must Helen break her second vow?
693,What other Paris is thy darling now?
694,"Left to Atrides, (victor in the strife,) An odious conquest and a captive wife, Hence let me sail; and if thy Paris bear My absence ill, let Venus ease his care."
695,"A handmaid goddess at his side to wait, Renounce the glories of thy heavenly state, Be fix’d for ever to the Trojan shore, His spouse, or slave; and mount the skies no more."
696,"For me, to lawless love no longer led, I scorn the coward, and detest his bed; Else should I merit everlasting shame, And keen reproach, from every Phrygian dame: Ill suits it now the joys of love to know, Too deep my anguish, and too wild my woe.”   [Illustration: ] VENUS PRESENTING HELEN TO PARIS   Then thus incensed, the Paphian queen replies: “Obey the power from whom thy glories rise: Should Venus leave thee, every charm must fly, Fade from thy cheek, and languish in thy eye."
697,"Cease to provoke me, lest I make thee more The world’s aversion, than their love before; Now the bright prize for which mankind engage, Than, the sad victim, of the public rage.”  At this, the fairest of her sex obey’d, And veil’d her blushes in a silken shade; Unseen, and silent, from the train she moves, Led by the goddess of the Smiles and Loves."
698,"Arrived, and enter’d at the palace gate, The maids officious round their mistress wait; Then, all dispersing, various tasks attend; The queen and goddess to the prince ascend."
699,"Full in her Paris’ sight, the queen of love Had placed the beauteous progeny of Jove; Where, as he view’d her charms, she turn’d away Her glowing eyes, and thus began to say:  “Is this the chief, who, lost to sense of shame, Late fled the field, and yet survives his fame?"
700,O hadst thou died beneath the righteous sword Of that brave man whom once I call’d my lord!
701,"The boaster Paris oft desired the day With Sparta’s king to meet in single fray: Go now, once more thy rival’s rage excite, Provoke Atrides, and renew the fight: Yet Helen bids thee stay, lest thou unskill’d Shouldst fall an easy conquest on the field.”  The prince replies: “Ah cease, divinely fair, Nor add reproaches to the wounds I bear; This day the foe prevail’d by Pallas’ power: We yet may vanquish in a happier hour: There want not gods to favour us above; But let the business of our life be love: These softer moments let delights employ, And kind embraces snatch the hasty joy."
702,"Not thus I loved thee, when from Sparta’s shore My forced, my willing heavenly prize I bore, When first entranced in Cranae’s isle I lay,[124] Mix’d with thy soul, and all dissolved away!” Thus having spoke, the enamour’d Phrygian boy Rush’d to the bed, impatient for the joy."
703,"Him Helen follow’d slow with bashful charms, And clasp’d the blooming hero in her arms."
704,"While these to love’s delicious rapture yield, The stern Atrides rages round the field: So some fell lion whom the woods obey, Roars through the desert, and demands his prey."
705,"Paris he seeks, impatient to destroy, But seeks in vain along the troops of Troy; Even those had yielded to a foe so brave The recreant warrior, hateful as the grave."
706,"Then speaking thus, the king of kings arose, “Ye Trojans, Dardans, all our generous foes!"
707,Hear and attest!
708,"from Heaven with conquest crown’d, Our brother’s arms the just success have found: Be therefore now the Spartan wealth restor’d, Let Argive Helen own her lawful lord; The appointed fine let Ilion justly pay, And age to age record this signal day.”  He ceased; his army’s loud applauses rise, And the long shout runs echoing through the skies."
709,"[Illustration: ] VENUS  [Illustration: ] Map, titled “GRÆCIÆ ANTIQUÆ”     BOOK IV."
710,ARGUMENT.
711,"THE BREACH OF THE TRUCE, AND THE FIRST BATTLE."
712,"The gods deliberate in council concerning the Trojan war: they agree upon the continuation of it, and Jupiter sends down Minerva to break the truce."
713,"She persuades Pandarus to aim an arrow at Menelaus, who is wounded, but cured by Machaon."
714,In the meantime some of the Trojan troops attack the Greeks.
715,"Agamemnon is distinguished in all the parts of a good general; he reviews the troops, and exhorts the leaders, some by praises and others by reproof."
716,Nestor is particularly celebrated for his military discipline.
717,"The battle joins, and great numbers are slain on both sides."
718,"The same day continues through this as through the last book (as it     does also through the two following, and almost to the end of the     seventh book)."
719,The scene is wholly in the field before Troy.
720,"And now Olympus’ shining gates unfold; The gods, with Jove, assume their thrones of gold: Immortal Hebe, fresh with bloom divine, The golden goblet crowns with purple wine: While the full bowls flow round, the powers employ Their careful eyes on long-contended Troy."
721,"When Jove, disposed to tempt Saturnia’s spleen, Thus waked the fury of his partial queen, “Two powers divine the son of Atreus aid, Imperial Juno, and the martial maid;[125] But high in heaven they sit, and gaze from far, The tame spectators of his deeds of war."
722,"Not thus fair Venus helps her favour’d knight, The queen of pleasures shares the toils of fight, Each danger wards, and constant in her care, Saves in the moment of the last despair."
723,"Her act has rescued Paris’ forfeit life, Though great Atrides gain’d the glorious strife."
724,"Then say, ye powers!"
725,"what signal issue waits To crown this deed, and finish all the fates!"
726,"Shall Heaven by peace the bleeding kingdoms spare, Or rouse the furies, and awake the war?"
727,"Yet, would the gods for human good provide, Atrides soon might gain his beauteous bride, Still Priam’s walls in peaceful honours grow, And through his gates the crowding nations flow.”  Thus while he spoke, the queen of heaven, enraged, And queen of war, in close consult engaged: Apart they sit, their deep designs employ, And meditate the future woes of Troy."
728,"Though secret anger swell’d Minerva’s breast, The prudent goddess yet her wrath suppress’d; But Juno, impotent of passion, broke Her sullen silence, and with fury spoke:   [Illustration: ] THE COUNCIL OF THE GODS   “Shall then, O tyrant of the ethereal reign!"
729,"My schemes, my labours, and my hopes be vain?"
730,"Have I, for this, shook Ilion with alarms, Assembled nations, set two worlds in arms?"
731,"To spread the war, I flew from shore to shore; The immortal coursers scarce the labour bore."
732,"At length ripe vengeance o’er their heads impends, But Jove himself the faithless race defends."
733,"Loth as thou art to punish lawless lust, Not all the gods are partial and unjust.”  The sire whose thunder shakes the cloudy skies, Sighs from his inmost soul, and thus replies: “Oh lasting rancour!"
734,"oh insatiate hate To Phrygia’s monarch, and the Phrygian state!"
735,What high offence has fired the wife of Jove?
736,"Can wretched mortals harm the powers above, That Troy, and Troy’s whole race thou wouldst confound, And yon fair structures level with the ground!"
737,"Haste, leave the skies, fulfil thy stern desire, Burst all her gates, and wrap her walls in fire!"
738,Let Priam bleed!
739,"if yet you thirst for more, Bleed all his sons, and Ilion float with gore: To boundless vengeance the wide realm be given, Till vast destruction glut the queen of heaven!"
